"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"65585","Bride Wars (2009)","89","PG","2009-01-09 00:00:00 UTC","30000000","58715510","901476","10521","Kate Hudson","Anne Hathaway","Bryan Greenberg","Chris Pratt","5","10","2","4","Gary Winick","2","Greg DePaul","2","Casey Wilson","1","Regency Enterprises","37","English","Comedy","United States of America"
"65682","Underworld: Rise of the Lycans (2009)","92","R","2009-01-22 00:00:00 UTC","35000000","91327197","834001","12437","Michael Sheen","Bill Nighy","Rhona Mitra","Steven Mackintosh","2","6","3","1","Patrick Tatopoulos","1","Danny McBride","3","Dirk Blackman","2","Lakeshore Entertainment","17","English","Fantasy","United States of America"
"65685","Inkheart (2008)","106","PG","2008-12-17 00:00:00 UTC","60000000","57490374","494238","2309","Brendan Fraser","Sienna Guillory","Eliza Bennett","Richard Strange","10","3","1","1","Iain Softley","2","David Lindsay-Abaire","3","Cornelia Funke","1","New Line Cinema","93","English","Adventure","United States of America"
"65802","Paul Blart: Mall Cop (2009)","91","PG","2009-01-15 00:00:00 UTC","26000000","122517153","1114740","14560","Kevin James","Keir O'Donnell","Jayma Mays","Raini Rodriguez","6","1","4","1","Steve Carr","4","Kevin James","1","Nick Bakay","2","Columbia Pictures","108","English","Comedy","United States of America"
"65982","Outlander (2008)","115","R","2008-04-24 00:00:00 UTC","50000000","7033683","462465","10529","Jim Caviezel","Sophia Myles","Jack Huston","John Hurt","5","1","1","7","Howard McCain","1","Dirk Blackman","2","Howard McCain","1","Rising Star","2","English","Adventure","United States of America"
"66066","Grudge 3, The (2009)","90","R","2009-05-12 00:00:00 UTC","5000000","38610009","1053859","1977","Matthew Knight","Shawnee Smith","Mike Straub","Aiko Horiuchi","1","4","1","1","Toby Wilkins","2","Brad Keene","1","Takashi Shimizu","3","Columbia Pictures","108","English","Horror","United States of America"
"66097","Coraline (2009)","100","PG","2009-02-05 00:00:00 UTC","60000000","124596398","327597","14836","Dakota Fanning","Teri Hatcher","Jennifer Saunders","Dawn French","5","2","1","1","Henry Selick","4","Henry Selick","1","Neil Gaiman","2","Focus Features","15","English","Animation","United States of America"
"66200","Two Lovers (2008)","110","R","2008-05-19 00:00:00 UTC","12000000","3148182","1103275","10362","Joaquin Phoenix","Anne Joyce","Elliot Villar","Craig Walker","6","1","1","1","James Gray","2","James Gray","2","Ric Menello","2","2929 Productions","2","English","Romance","United States of America"
"66203","He's Just Not That Into You (2009)","129","PG-13","2009-02-06 00:00:00 UTC","40000000","177259441","1001508","10184","Morgan Lily","Trenton Rogers","Michelle Carmichael","Jasmine Woods","1","1","1","1","Ken Kwapis","5","Abby Kohn","2","Marc Silverstein","2","New Line Cinema","93","English","Comedy","United States of America"
"66304","Hotel for Dogs (2009)","100","PG","2009-01-16 00:00:00 UTC","35000000","73034460","785006","15189","Emma Roberts","Jake T. Austin","Don Cheadle","Johnny Simmons","2","1","8","3","Thor Freudenthal","2","Jeff Lowell","1","Robert Schooley","2","Nickelodeon Movies","7","English","Adventure","United States of America"
"66783","Friday the 13th (2009)","97","R","2009-02-11 00:00:00 UTC","19000000","91000000","758746","13207","Jared Padalecki","Danielle Panabaker","Amanda Righetti","Travis Van Winkle","2","4","1","1","Marcus Nispel","4","Damian Shannon","1","Mark Swift","1","New Line Cinema","93","English","Horror","United States of America"
"66915","Rock-A-Doodle (1991)","77","G","1992-04-03 00:00:00 UTC","18000000","11657385","102802","20421","Phil Harris","Glen Campbell","Eddie Deezen","Kathryn Holcomb","2","1","2","1","Don Bluth","8","Don Bluth","5","John Pomeroy","1","Goldcrest Films International","3","English","Adventure","United States of America"
"67087","I Love You, Man (2009)","105","R","2009-03-20 00:00:00 UTC","41000000","91636986","1155056","16538","Paul Rudd","Rashida Jones","Sarah Burns","Greg Levine","8","2","1","1","John Hamburg","1","John Hamburg","2","Larry Levin","1","DreamWorks SKG","37","English","Comedy","United States of America"
"67197","Knowing (2009)","121","PG-13","2009-03-20 00:00:00 UTC","50000000","155446362","448011","13811","Nicolas Cage","Chandler Canterbury","Rose Byrne","Lara Robinson","24","2","6","1","Alex Proyas","4","Ryne Douglas Pearson","1","Juliet Snowden","2","Summit Entertainment","24","English","Drama","United States of America"
"67252","Ong-Bak 2: The Beginning (Ong Bak 2) (2008)","98","R","2008-12-04 00:00:00 UTC","8500000","8936663","785035","16353","Tony Jaa","Sarunyu Wongkrachang","Sorapong Chatree","Primorata Dejudom","1","1","1","1","Tony Jaa","1","Tony Jaa","1","Panna Rittikrai","1","Iyara Films","1","Pусский","Action","Thailand"
"67255","Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)","152","R","2009-02-27 00:00:00 UTC","13000000","104345682","1132620","15472","Michael Nyqvist","Noomi Rapace","Lena Endre","Sven-Bertil Taube","2","5","2","1","Niels Arden Oplev","1","Nikolaj Arcel","2","Rasmus Heisterberg","1","Zweites Deutsches Fernsehen (ZDF)","3","English","Drama","Germany"
"67408","Monsters vs. Aliens (2009)","94","PG","2009-03-26 00:00:00 UTC","175000000","381509870","892782","15512","Reese Witherspoon","Seth Rogen","Hugh Laurie","Will Arnett","6","5","3","6","Rob Letterman","3","Maya Forbes","3","Wallace Wolodarsky","3","DreamWorks Animation","26","English","Animation","United States of America"
"67788","Confessions of a Shopaholic (2009)","104","PG","2009-02-05 00:00:00 UTC","40000000","108332743","1093908","20048","Isla Fisher","Hugh Dancy","Krysten Ritter","Joan Cusack","4","1","2","7","P.J. Hogan","1","Tracey Jackson","1","Tim Firth","1","Touchstone Pictures","72","English","Comedy","United States of America"
"67923","Fast & Furious (Fast and the Furious 4, The) (2009)","107","PG-13","2009-04-03 00:00:00 UTC","85000000","363164265","1013752","13804","Vin Diesel","Paul Walker","Jordana Brewster","Michelle Rodriguez","13","8","4","4","Justin Lin","3","Chris Morgan","5","Gary Scott Thompson","5","Universal Pictures","205","English","Drama","United States of America"
"68159","State of Play (2009)","127","PG-13","2009-04-17 00:00:00 UTC","60000000","87784194","473705","16995","Russell Crowe","Ben Affleck","Rachel McAdams","Helen Mirren","16","10","6","4","Kevin Macdonald","3","Matthew Michael Carnahan","2","Tony Gilroy","5","Universal Pictures","205","English","Drama","United States of America"
"68205","Crank: High Voltage (2009)","96","R","2009-04-16 00:00:00 UTC","20000000","29953858","1121931","15092","Jason Statham","Amy Smart","Dwight Yoakam","Efren Ramirez","18","4","3","3","Mark Neveldine","3","Mark Neveldine","4","Brian Taylor","4","Lakeshore Entertainment","17","English","Comedy","United States of America"
"68237","Moon (2009)","97","R","2009-07-17 00:00:00 UTC","5000000","9760104","1182345","17431","Sam Rockwell","Kevin Spacey","Dominique McElligott","Rosie Shaw","2","12","1","1","Duncan Jones","1","Duncan Jones","1","Nathan Parker","2","Xingu Films","1","English","Drama","United Kingdom"
"68288","Informers, The (2008)","98","R","2008-11-05 00:00:00 UTC","18000000","382174","865554","17436","Jon Foster","Billy Bob Thornton","Austin Nichols","Amber Heard","1","11","1","6","Gregor Jordan","1","Bret Easton Ellis","2","Nicholas Jarecki","1","Senator Entertainment Co","1","English","Drama","United States of America"
"68319","X-Men Origins: Wolverine (2009)","107","PG-13","2009-04-30 00:00:00 UTC","150000000","341131793","458525","2080","Hugh Jackman","Liev Schreiber","Danny Huston","Will.i.am","11","5","4","1","Gavin Hood","3","David Benioff","5","Skip Woods","3","Twentieth Century Fox Film Corporation","82","English","Action","United States of America"
"68358","Star Trek (2009)","127","PG-13","2009-05-07 00:00:00 UTC","150000000","385680446","796366","13475","Chris Pine","Zachary Quinto","Leonard Nimoy","Eric Bana","4","2","7","6","J.J. Abrams","3","Roberto Orci","8","Alex Kurtzman","8","Paramount Pictures","173","English","Adventure","United States of America"
"68519","S. Darko (S. Darko: A Donnie Darko Tale) (2009)","103","R","2009-04-28 00:00:00 UTC","4000000","4100000","1231277","17532","Daveigh Chase","Briana Evigan","James Lafferty","Ed Westwick","2","2","1","1","Chris Fisher","1","Nathan Atkins","1","Richard Kelly","3","Adam Fields Productions","1","English","Crime","United States of America"
"68522","Earth (2007)","90","G","2007-04-22 00:00:00 UTC","15000000","109000000","393597","10946","Anggun","James Earl Jones","Patrick Stewart","Ulrich Tukur","1","4","7","1","Alastair Fothergill","1","Leslie Megahey","1","Alastair Fothergill","1","BBC Worldwide","2","English","Documentary","United States of America"
"68554","Angels & Demons (2009)","138","PG-13","2009-05-15 00:00:00 UTC","150000000","356613439","808151","13448","Tom Hanks","Ewan McGregor","Ayelet Zurer","Stellan Skarsgård","21","16","1","7","Ron Howard","9","David Koepp","10","Akiva Goldsman","9","Columbia Pictures","108","English","Drama","United States of America"
"68791","Terminator Salvation (2009)","115","PG-13","2009-05-20 00:00:00 UTC","200000000","371353001","438488","534","Christian Bale","Sam Worthington","Moon Bloodgood","Helena Bonham Carter","14","4","3","10","McG","4","John D. Brancato","4","Michael Ferris","4","Wonderland Sound and Vision","1","English","Adventure","United States of America"
"68793","Night at the Museum: Battle of the Smithsonian (2009)","105","PG","2009-05-21 00:00:00 UTC","150000000","413106170","1078912","18360","Ben Stiller","Amy Adams","Owen Wilson","Hank Azaria","14","9","17","9","Shawn Levy","6","Robert Ben Garant","7","Thomas Lennon","6","Twentieth Century Fox Film Corporation","82","English","Comedy","United States of America"
"68932","Soloist, The (2009)","109","PG-13","2009-04-24 00:00:00 UTC","60000000","31720158","821642","17332","Jamie Foxx","Robert Downey Jr.","Catherine Keener","Tom Hollander","6","14","7","1","Joe Wright","4","Susannah Grant","3","Steve Lopez","1","DreamWorks","2","English","Drama","United States of America"
"68952","Drag Me to Hell (2009)","99","PG-13","2009-03-15 00:00:00 UTC","30000000","90842646","1127180","16871","Alison Lohman","Justin Long","Lorna Raver","Dileep Rao","1","7","1","1","Sam Raimi","8","Sam Raimi","4","Ivan Raimi","2","Universal Pictures","205","English","Comedy","United States of America"
"68954","Up (2009)","96","PG","2009-05-13 00:00:00 UTC","175000000","731342744","1049413","14160","Edward Asner","Christopher Plummer","Jordan Nagai","Bob Peterson","3","11","1","1","Pete Docter","2","Pete Docter","5","Bob Peterson","1","Pixar Animation Studios","13","English","Adventure","United States of America"
"69122","Hangover, The (2009)","100","R","2009-06-05 00:00:00 UTC","35000000","459270619","1119646","18785","Bradley Cooper","Ed Helms","Zach Galifianakis","Justin Bartha","10","3","5","5","Todd Phillips","7","Jon Lucas","3","Scott Moore","3","Warner Bros. Pictures","104","English","Comedy","United States of America"
"69251","Special (2006)","81","R","2006-01-30 00:00:00 UTC","1000000","7202","479162","13856","Michael Rapaport","Paul Blackthorne","Josh Peck","Robert Baker","2","1","3","1","Hal Haberman","1","Hal Haberman","1","Jeremy Passmore","2","Rival Pictures","1","English","Fantasy","United States of America"
"69253","New in Town (2009)","97","PG","2009-01-30 00:00:00 UTC","8000000","24970613","1095174","14536","Renée Zellweger","Harry Connick Jr.","Siobhan Fallon","J.K. Simmons","10","5","1","2","Jonas Elmer","1","Ken Rance","1","C. Jay Cox","2","Edmonds Entertainment Group (EEG)","1","English","Comedy","United States of America"
"69278","Land of the Lost (2009)","102","PG-13","2009-06-05 00:00:00 UTC","100000000","68688831","457400","18162","Will Ferrell","Anna Friel","Danny McBride","Jorma Taccone","16","2","5","1","Brad Silberling","4","Chris Henchy","2","Dennis McNicholas","1","Universal Pictures","205","English","Adventure","United States of America"
"69306","Taking of Pelham 1 2 3, The (2009)","106","R","2009-06-11 00:00:00 UTC","100000000","150166126","1111422","18487","Denzel Washington","John Travolta","Luis Guzmán","Victor Gojcaj","14","14","2","1","Tony Scott","11","Brian Helgeland","10","John Godey","1","Columbia Pictures","108","English","Drama","United States of America"
"69436","Year One (2009)","97","PG-13","2009-06-18 00:00:00 UTC","60000000","60236431","1045778","17610","Jack Black","Michael Cera","Oliver Platt","David Cross","12","4","6","5","Harold Ramis","5","Harold Ramis","6","Gene Stupnitsky","2","Columbia Pictures","108","English","Adventure","United States of America"
"69526","Transformers: Revenge of the Fallen (2009)","150","PG-13","2009-06-23 00:00:00 UTC","150000000","836297228","1055369","8373","Shia LaBeouf","Megan Fox","Josh Duhamel","Tyrese Gibson","8","4","3","8","Michael Bay","8","Ehren Kruger","3","Roberto Orci","8","Paramount Pictures","173","English","Adventure","United States of America"
"69640","Public Enemies (2009)","140","R","2009-07-01 00:00:00 UTC","80000000","214104620","1152836","11322","James Russo","David Wenham","Christian Stolte","Jason Clarke","1","2","1","4","Michael Mann","6","Ronan Bennett","1","Michael Mann","3","Universal Pictures","205","English","Drama","United States of America"
"69644","Ice Age: Dawn of the Dinosaurs (2009)","94","PG","2009-07-01 00:00:00 UTC","90000000","886686817","1080016","8355","Eunice Cho","Karen Disher","Harrison Fahn","Maile Flanagan","1","2","1","1","Carlos Saldanha","4","Peter Ackerman","1","Michael Berg","3","Twentieth Century Fox Animation","7","English","Adventure","United States of America"
"69712","My Sister's Keeper (2009)","109","PG-13","2009-06-26 00:00:00 UTC","30000000","49200230","1078588","10024","Abigail Breslin","Walter Raney","Sofia Vassilieva","Cameron Diaz","7","1","1","15","Nick Cassavetes","2","Jeremy Leven","4","Nick Cassavetes","1","Mark Johnson Productions","1","English","Drama","United States of America"
"69720","Hood of Horror (2006)","84","R","2006-06-27 00:00:00 UTC","5000000","25900","475298","15423","Snoop Dogg","Ernie Hudson","Danny Trejo","Pooch Hall","3","3","3","1","Stacy Title","1","Jacob Hair","1","Tim Sullivan","1","Freestyle Releasing","1","English","Comedy","United States of America"
"69757","(500) Days of Summer (2009)","95","PG-13","2009-07-17 00:00:00 UTC","7500000","32374303","1022603","19913","Joseph Gordon-Levitt","Zooey Deschanel","Geoffrey Arend","Chloë Grace Moretz","9","5","3","8","Marc Webb","3","Scott Neustadter","3","Michael H. Weber","3","Fox Searchlight Pictures","20","English","Comedy","United States of America"
"69844","Harry Potter and the Half-Blood Prince (2009)","153","PG","2009-07-07 00:00:00 UTC","250000000","933959197","417741","767","Daniel Radcliffe","Michael Gambon","Dave Legeno","Elarica Gallacher","6","5","1","1","David Yates","4","Steve Kloves","7","J.K. Rowling","8","Warner Bros.","119","English","Adventure","United States of America"
"69951","Imaginarium of Doctor Parnassus, The (2009)","123","PG-13","2009-12-24 00:00:00 UTC","30000000","61808775","1054606","8054","Andrew Garfield","Christopher Plummer","Richard Riddell","Katie Lyons","4","11","1","1","Terry Gilliam","5","Terry Gilliam","3","Charles McKeown","1","Infinity Features Entertainment","2","English","Fantasy","United States of America"
"70093","Cheri (2009)","86","R","2009-04-08 00:00:00 UTC","23000000","9366227","1179258","22215","Michelle Pfeiffer","Frances Tomelty","Tom Burke","Rupert Friend","9","1","1","1","Stephen Frears","5","Christopher Hampton","3","Colette","1","Canal+","32","English","Romance","France"
"70159","Orphan (2009)","123","R","2009-07-24 00:00:00 UTC","20000000","41596251","1148204","21208","Vera Farmiga","Peter Sarsgaard","Isabelle Fuhrman","CCH Pounder","4","5","1","1","Jaume Collet-Serra","3","David Johnson","2","Alex Mace","1","Studio Canal","8","English","Drama","United States of America"
"70183","Ugly Truth, The (2009)","96","R","2009-07-24 00:00:00 UTC","38000000","205298907","1142988","20943","Katherine Heigl","Gerard Butler","Bree Turner","Eric Winter","7","14","1","1","Robert Luketic","5","Nicole Eastman","1","Karen McCullah","4","Columbia Pictures","108","English","Comedy","United States of America"
"70206","Collector, The (2009)","88","R","2009-07-09 00:00:00 UTC","3400000","9444018","844479","21407","William Prael","Diane Ayala Goldner","Juan Fernández","Josh Stewart","1","1","1","1","Marcus Dunstan","1","Patrick Melton","5","Marcus Dunstan","5","Fortress Features","1","English","Crime","United States of America"
"70286","District 9 (2009)","112","R","2009-10-15 00:00:00 UTC","30000000","210819611","1136608","17654","Sharlto Copley","Jason Cope","Nathalie Boltt","Sylvaine Strike","2","1","1","1","Neill Blomkamp","1","Neill Blomkamp","1","Terri Tatchell","1","TriStar Pictures","36","English","Thriller","United States of America"
"70336","G.I. Joe: The Rise of Cobra (2009)","118","PG-13","2009-08-06 00:00:00 UTC","175000000","302469017","1046173","14869","Adewale Akinnuoye-Agbaje","Christopher Eccleston","Grégory Fitoussi","Joseph Gordon-Levitt","3","3","1","9","Stephen Sommers","2","Stuart Beattie","5","David Elliot","2","Paramount Pictures","173","English","Adventure","United States of America"
"70366","Silent Night, Deadly Night Part 2 (1987)","88","R","1987-04-10 00:00:00 UTC","250000","154323","93974","50719","Eric Freeman","James Newman","Elizabeth Kaitan","Jean Miller","1","1","1","1","Lee Harry","1","Michael Hickey","1","Paul Caimi","1","Silent Night Releasing Corporation","1","English","Comedy","United States of America"
"70599","Time Traveler's Wife, The (2009)","107","PG-13","2009-08-14 00:00:00 UTC","39000000","101229792","452694","24420","Michelle Nolden","Alex Ferris","Arliss Howard","Eric Bana","1","1","2","6","Robert Schwentke","4","Bruce Joel Rubin","2","Audrey Niffenegger","1","New Line Cinema","93","English","Romance","United States of America"
"70643","Bandslam (2009)","111","PG","2009-08-06 00:00:00 UTC","20000000","5210988","976222","23367","Aly Michalka","Vanessa Hudgens","Gaelan Connell","Scott Porter","2","2","1","1","Todd Graff","1","Josh A. Cagan","1","Todd Graff","1","Summit Entertainment","24","English","Comedy","United States of America"
"70703","Christopher Columbus: The Discovery (1992)","120","PG-13","1992-08-21 00:00:00 UTC","40000000","8251071","103962","41682","Marlon Brando","Tom Selleck","Georges Corraface","Rachel Ward","9","3","1","1","John Glen","6","Mario Puzo","5","John Briley","1","Warner Bros.","119","English","Adventure","United States of America"
"70708","Tetro (2009)","127","R","2009-06-11 00:00:00 UTC","15000000","113221","964185","11928","Vincent Gallo","Alden Ehrenreich","Maribel Verdú","Silvia Pérez","1","2","1","1","Francis Ford Coppola","10","Mauricio Kartun","1","Francis Ford Coppola","8","American Zoetrope","9","English","Drama","United States of America"
"70802","Secret of Moonacre, The (2008)","103","PG","2008-09-06 00:00:00 UTC","12000000","7070330","396707","18032","Dakota Blue Richards","Juliet Stevenson","Tim Curry","Tamás Tóth","2","1","6","1","Gabor Csupo","2","Lucy Shuttleworth","1","Graham Alborough","1","The Australian Film Commission","1","English","Adventure","United States of America"
"71033","Secret in Their Eyes, The (El secreto de sus ojos) (2009)","129","R","2009-08-13 00:00:00 UTC","2000000","33965843","1305806","25376","Soledad Villamil","Ricardo Darín","Carla Quevedo","Pablo Rago","1","1","1","1","Juan José Campanella","1","Eduardo Sacheri","1","Juan José Campanella","1","Tornasol Films","2","Español","Romance","Spain"
"71057","9 (2009)","79","PG-13","2009-08-19 00:00:00 UTC","30000000","31749894","472033","12244","Christopher Plummer","Martin Landau","John C. Reilly","Crispin Glover","11","3","10","2","Shane Acker","1","Pamela Pettler","1","Shane Acker","1","Tim Burton Productions","6","English","Adventure","United States of America"
"71156","Men Who Stare at Goats, The (2009)","93","R","2009-11-05 00:00:00 UTC","24000000","68729358","1234548","10313","George Clooney","Ewan McGregor","Jeff Bridges","Kevin Spacey","20","16","16","12","Grant Heslov","1","Peter Straughan","1","Jon Ronson","1","BBC Films","14","English","Comedy","United States of America"
"71211","Informant!, The (2009)","108","R","2009-09-18 00:00:00 UTC","22000000","35424826","1130080","11323","Matt Damon","Lucas McHugh Carroll","Eddie Jemison","Rusty Schwimmer","20","1","1","1","Steven Soderbergh","7","Scott Z. Burns","2","Kurt Eichenwald","1","Warner Bros. Pictures","104","English","Comedy","United States of America"
"71252","Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)","82","R","2009-08-26 00:00:00 UTC","40000000","152607514","1144884","19912","Bobby Campo","Shantel VanSanten","Nick Zano","Haley Webb","1","1","1","1","David R. Ellis","5","Eric Bress","3","Jeffrey Reddick","2","New Line Cinema","93","English","Thriller","United States of America"
"71254","Gamer (2009)","95","R","2009-09-04 00:00:00 UTC","50000000","40828540","1034032","18501","Gerard Butler","Amber Valletta","Michael C. Hall","Kyra Sedgwick","14","4","1","2","Mark Neveldine","3","Mark Neveldine","4","Brian Taylor","4","Lakeshore Entertainment","17","English","Action","United States of America"
"71264","Cloudy with a Chance of Meatballs (2009)","90","PG","2009-09-16 00:00:00 UTC","100000000","242988466","844471","22794","Bill Hader","Anna Faris","James Caan","Andy Samberg","3","6","5","3","Phil Lord","4","Phil Lord","2","Christopher Miller","2","Columbia Pictures","108","English","Animation","United States of America"
"71318","Terra (a.k.a. Battle for Terra) (2007)","85","PG","2007-09-08 00:00:00 UTC","4000000","6101046","858486","16873","Chad Allen","Rosanna Arquette","Bill Birch","Brooke Bloom","1","1","1","1","Aristomenis Tsirbas","1","Evan Spiliotopoulos","2","Aristomenis Tsirbas","1","MeniThings LLC","1","English","Adventure","United States of America"
"71327","Bright Star (2009)","119","PG","2009-11-05 00:00:00 UTC","8500000","4440055","810784","29963","Abbie Cornish","Ben Whishaw","Paul Schneider","Kerry Fox","5","2","2","1","Jane Campion","1","Jane Campion","2","Jane Campion","2","BBC Films","14","English","Romance","France"
"71520","Invention of Lying, The (2009)","100","PG-13","2009-09-13 00:00:00 UTC","18500000","31912793","1058017","23082","Ricky Gervais","Jennifer Garner","Jonah Hill","Louis C.K.","3","4","11","1","Ricky Gervais","1","Ricky Gervais","1","Matthew Robinson","1","Warner Bros.","119","English","Comedy","United States of America"
"71530","Surrogates (2009)","89","PG-13","2009-09-24 00:00:00 UTC","80000000","117290119","986263","19959","Bruce Willis","Radha Mitchell","Rosamund Pike","Boris Kodjoe","25","5","5","2","Jonathan Mostow","4","Michael Ferris","4","John D. Brancato","4","Touchstone Pictures","72","English","Action","United States of America"
"71535","Zombieland (2009)","88","R","2009-12-03 00:00:00 UTC","23600000","102391382","1156398","19908","Jesse Eisenberg","Woody Harrelson","Emma Stone","Abigail Breslin","4","11","6","7","Ruben Fleischer","3","Rhett Reese","2","Paul Wernick","2","Columbia Pictures","108","English","Comedy","United States of America"
"71573","Whiteout (2009)","101","R","2009-09-09 00:00:00 UTC","40000000","12206028","365929","22787","Kate Beckinsale","Gabriel Macht","Tom Skerritt","Columbus Short","8","5","4","3","Dominic Sena","3","Jon Hoeber","3","Erich Hoeber","3","Warner Bros.","119","English","Drama","United States of America"
"71668","Couples Retreat (2009)","113","PG-13","2009-09-19 00:00:00 UTC","70000000","171844840","1078940","19899","Vince Vaughn","Jason Bateman","Faizon Love","Jon Favreau","8","7","1","3","Peter Billingsley","1","Jon Favreau","1","Vince Vaughn","2","Universal Pictures","205","English","Comedy","United States of America"
"71745","Where the Wild Things Are (2009)","101","PG","2009-10-16 00:00:00 UTC","115000000","99771364","386117","16523","Max Records","Pepita Emmerichs","Max Pfeifer","Madeleine Greaves","2","1","1","1","Spike Jonze","2","Spike Jonze","4","Dave Eggers","1","Warner Bros.","119","English","Adventure","United States of America"
"71821","Shorts (2009)","89","PG","2009-08-21 00:00:00 UTC","40000000","25747167","1100119","25132","Jimmy Bennett","Jake Short","Kat Dennings","Trevor Gagnon","3","1","2","1","Robert Rodriguez","6","Robert Rodriguez","3","Álvaro Rodríguez","2","Warner Bros. Pictures","104","English","Children","United States of America"
"71823","New York, I Love You (2009)","103","R","2008-09-01 00:00:00 UTC","14700000","8049666","808399","12572","Hayden Christensen","Andy Garcia","Rachel Bilson","Natalie Portman","4","5","3","10","Fatih Akin","1","Hu Hong","1","Yao Meng","1","Vivendi Entertainment","1","English","Romance","United States of America"
"71876","Amelia (2009)","111","PG","2009-10-22 00:00:00 UTC","40000000","19258519","1129445","8915","Hilary Swank","Richard Gere","Ewan McGregor","Christopher Eccleston","8","8","16","3","Mira Nair","6","Ronald Bass","5","Anna Hamilton Phelan","1","Fox Searchlight Pictures","20","English","Drama","United States of America"
"72011","Up in the Air (2009)","109","R","2009-09-05 00:00:00 UTC","25000000","163670000","1193138","22947","George Clooney","Vera Farmiga","Anna Kendrick","Jason Bateman","20","4","2","7","Jason Reitman","2","Walter Kirn","1","Jason Reitman","2","Paramount Pictures","173","English","Romance","United States of America"
"72129","Saw VI (2009)","90","R","2009-10-23 00:00:00 UTC","11000000","68233629","1233227","22804","Tobin Bell","Costas Mandylor","Mark Rolston","Betsy Russell","6","4","1","4","Kevin Greutert","2","Patrick Melton","5","Marcus Dunstan","5","Lionsgate","25","English","Crime","United States of America"
"72165","Cirque du Freak: The Vampire's Assistant (2009)","109","PG-13","2009-10-23 00:00:00 UTC","40000000","28169671","450405","24418","John C. Reilly","Josh Hutcherson","Chris Massoglia","Jessica Carlson","10","6","1","1","Paul Weitz","4","Paul Weitz","1","Brian Helgeland","10","Universal Pictures","205","English","Adventure","United States of America"
"72167","Boondock Saints II: All Saints Day, The (2009)","118","R","2009-11-24 00:00:00 UTC","8000000","10115258","1300851","22821","Sean Patrick Flanery","Norman Reedus","Billy Connolly","Clifton Collins Jr.","1","2","3","3","Troy Duffy","1","Troy Duffy","2","Troy Duffy","2","Stage 6 Films","3","English","Drama","United States of America"
"72209","Astro Boy (2009)","94","PG","2009-10-22 00:00:00 UTC","65000000","44091067","375568","16577","Charlize Theron","Freddie Highmore","Ryan Stiles","Eugene Levy","11","6","1","3","David Bowers","4","Osamu Tezuka","2","David Bowers","1","Summit Entertainment","24","English","Animation","United States of America"
"72294","Christmas Carol, A (2009)","96","PG","2009-11-06 00:00:00 UTC","200000000","325233863","1067106","17979","Jim Carrey","Steve Valentine","Daryl Sabara","Sage Ryan","17","1","1","1","Robert Zemeckis","11","Charles Dickens","2","Robert Zemeckis","6","Walt Disney","10","English","Animation","United States of America"
"72378","2012 (2009)","158","PG-13","2009-10-10 00:00:00 UTC","200000000","769653595","1190080","14161","John Cusack","Amanda Peet","Chiwetel Ejiofor","Thandie Newton","8","4","2","4","Roland Emmerich","6","Roland Emmerich","7","Harald Kloser","2","Columbia Pictures","108","English","Drama","United States of America"
"72395","Precious (2009)","110","R","2009-11-06 00:00:00 UTC","10000000","62395661","929632","25793","Gabourey Sidibe","Mo'Nique","Paula Patton","Mariah Carey","1","1","8","2","Lee Daniels","3","Geoffrey Fletcher","1","Sapphire","1","Smokewood Entertainment Group","1","English","Drama","United States of America"
"72405","Bad Lieutenant: Port of Call New Orleans (2009)","122","R","2009-11-20 00:00:00 UTC","25000000","10589102","1095217","11699","Nicolas Cage","Eva Mendes","Val Kilmer","Xzibit","24","6","11","2","Werner Herzog","1","William M. Finkelstein","1","Victor Argo","1","Edward R. Pressman Film","3","English","Drama","United States of America"
"72407","Twilight Saga: New Moon, The (2009)","130","PG-13","2009-11-20 00:00:00 UTC","50000000","709710948","1259571","18239","Kristen Stewart","Christina Jastrzembska","Robert Pattinson","Billy Burke","9","1","6","6","Chris Weitz","3","Melissa Rosenberg","6","Stephenie Meyer","6","Summit Entertainment","24","English","Fantasy","United States of America"
"72489","Ninja Assassin (2009)","99","R","2009-09-29 00:00:00 UTC","40000000","60462347","1186367","22832","Rain","Joon Lee","Jonathan Chan-Pensley","Ill-Young Kim","1","1","1","1","James McTeigue","4","Matthew Sand","1","J. Michael Straczynski","1","Warner Bros. Pictures","104","English","Drama","United States of America"
"72641","Blind Side, The  (2009)","129","PG-13","2009-11-20 00:00:00 UTC","29000000","309208309","878804","22881","Sandra Bullock","Tim McGraw","Quinton Aaron","Jae Head","12","1","1","2","John Lee Hancock","3","John Lee Hancock","2","Michael Lewis","1","Alcon Entertainment","9","English","Drama","United States of America"
"72696","Old Dogs (2009)","88","PG","2009-11-24 00:00:00 UTC","35000000","92219310","976238","22949","John Travolta","Robin Williams","Kelly Preston","Conner Rayburn","14","11","5","2","Walt Becker","2","David Diamond","3","David Weissman","2","Walt Disney Pictures","84","English","Comedy","United States of America"
